Sample	Species_rep	Species	TAD	Rel_abund
FRAM18_IL_4502_E	mosaic_3300046532_179	species_631	0.0703031	0.00112764
FRAM18_IL_4502_E	mosaic_3300046532_180	species_176	27.9769	0.448741
FRAM18_IL_4502_E	mosaic_3300046532_181	species_610	3.89076	0.0624066
FRAM18_IL_4502_E	mosaic_3300046532_185	species_162	0.0229254	0.000367716
FRAM18_IL_4502_E	mosaic_3300046532_204	species_218	0.129042	0.00206979
FRAM18_IL_4502_E	mosaic_3300046532_208	species_721	1.1871	0.0190407
FRAM18_IL_4502_E	mosaic_3300046532_209	species_276	0.828721	0.0132924
FRAM18_IL_4502_E	mosaic_3300046532_212	species_101	0.570687	0.00915364
FRAM18_IL_4502_E	mosaic_3300046532_213	species_237	0	0
FRAM18_IL_4502_E	mosaic_3300046532_214	species_291	0.056597	0.000907798
FRAM18_IL_4502_E	mosaic_3300046532_216	species_605	0	0
FRAM18_IL_4502_E	mosaic_3300046532_21	species_608	3.15778	0.0506498
FRAM18_IL_4502_E	mosaic_3300046532_224	species_357	6.65891	0.106807
FRAM18_IL_4502_E	mosaic_3300046532_26	species_117	0.225969	0.00362447
FRAM18_IL_4502_E	mosaic_3300046532_32	species_600	1.04668	0.0167884
FRAM18_IL_4502_E	mosaic_3300046532_37	species_435	0	0
FRAM18_IL_4502_E	mosaic_3300046532_43	species_673	3.81291	0.0611579
FRAM18_IL_4502_E	mosaic_3300046532_54	species_231	0.158937	0.0025493
FRAM18_IL_4502_E	mosaic_3300046532_55	species_586	1.28367	0.0205897
FRAM18_IL_4502_E	mosaic_3300046532_59	species_621	0.146449	0.002349
FRAM18_IL_4502_E	mosaic_3300046532_64	species_614	1.25549	0.0201377
FRAM18_IL_4502_E	mosaic_3300046532_67	species_70	1.7058	0.0273605
FRAM18_IL_4502_E	mosaic_3300046532_68	species_236	0.174938	0.00280595
FRAM18_IL_4502_E	mosaic_3300046532_71	species_726	0.552531	0.00886243
FRAM18_IL_4502_E	mosaic_3300046532_76	species_401	1.10263	0.0176858
FRAM18_IL_4502_E	mosaic_3300046532_85	species_728	0.713037	0.0114369
FRAM18_IL_4502_E	mosaic_3300046532_89	species_225	0.186844	0.00299692
FRAM18_IL_4502_E	mosaic_3300046532_93	species_123	0.361893	0.00580465
FRAM18_IL_4502_E	mosaic_3300046532_95	species_84	0.484413	0.00776984
FRAM18_IL_4502_E	mosaic_3300047668_106	species_476	2.8908	0.0463675
FRAM18_IL_4502_E	mosaic_3300047668_112	species_623	0.00435311	6.98225e-05
FRAM18_IL_4502_E	mosaic_3300047668_50	species_700	0	0
FRAM18_IL_4502_E	mosaic_3300047668_52	species_750	6.9292	0.111142
FRAM18_IL_4502_E	mosaic_3300047668_70	species_172	0.406014	0.00651234
FRAM18_IL_4502_E	mosaic_3300047668_73	species_587	0.778425	0.0124857
FRAM18_IL_4502_E	mosaic_3300047668_74	species_165	2.6184	0.0419983
FRAM18_IL_4502_E	mosaic_3300047668_75	species_292	9.28651	0.148953
FRAM18_IL_4502_E	mosaic_3300047668_76	species_754	7.28464	0.116843
FRAM18_IL_4502_E	mosaic_3300047669_141	species_612	6.37243	0.102212
FRAM18_IL_4502_E	mosaic_3300047669_15	species_100	3.04206	0.0487937
FRAM18_IL_4502_E	mosaic_3300047669_19	species_395	0.608339	0.00975757
FRAM18_IL_4502_E	mosaic_3300047669_20	species_166	0.871768	0.0139829
FRAM18_IL_4502_E	mosaic_3300047669_3	species_314	8.23396	0.13207
FRAM18_IL_4502_E	mosaic_3300047669_49	species_226	0.670138	0.0107488
FRAM18_IL_4502_E	mosaic_3300047669_65	species_789	5.97742	0.095876
FRAM18_IL_4502_E	TOA-bin-100	species_4	0	0
FRAM18_IL_4502_E	TOA-bin-1019	species_505	2.26229	0.0362864
FRAM18_IL_4502_E	TOA-bin-1029	species_708	1.36676	0.0219224
FRAM18_IL_4502_E	TOA-bin-1034	species_794	0.0262266	0.000420667
FRAM18_IL_4502_E	TOA-bin-103	species_516	0.0114175	0.000183133
FRAM18_IL_4502_E	TOA-bin-1045	species_533	0	0
FRAM18_IL_4502_E	TOA-bin-1049	species_582	0	0
FRAM18_IL_4502_E	TOA-bin-1053	species_243	0	0
FRAM18_IL_4502_E	TOA-bin-105	species_103	0	0
FRAM18_IL_4502_E	TOA-bin-1063	species_180	0.187349	0.00300502
FRAM18_IL_4502_E	TOA-bin-106	species_35	0	0
FRAM18_IL_4502_E	TOA-bin-1087	species_97	0	0
FRAM18_IL_4502_E	TOA-bin-1089	species_197	0	0
FRAM18_IL_4502_E	TOA-bin-1109	species_657	0.00499196	8.00695e-05
FRAM18_IL_4502_E	TOA-bin-1114	species_79	0.0825853	0.00132464
FRAM18_IL_4502_E	TOA-bin-1118	species_503	0.068697	0.00110188
FRAM18_IL_4502_E	TOA-bin-111	species_63	0	0
FRAM18_IL_4502_E	TOA-bin-1131	species_710	0	0
FRAM18_IL_4502_E	TOA-bin-1137	species_831	0.0983788	0.00157797
FRAM18_IL_4502_E	TOA-bin-113	species_814	0	0
FRAM18_IL_4502_E	TOA-bin-1151	species_44	0.357896	0.00574054
FRAM18_IL_4502_E	TOA-bin-115	species_47	0	0
FRAM18_IL_4502_E	TOA-bin-116	species_592	0	0
FRAM18_IL_4502_E	TOA-bin-1175	species_350	0.0498894	0.000800211
FRAM18_IL_4502_E	TOA-bin-1181	species_106	0	0
FRAM18_IL_4502_E	TOA-bin-118	species_85	0.06957	0.00111588
FRAM18_IL_4502_E	TOA-bin-1193	species_222	0.0276363	0.000443278
FRAM18_IL_4502_E	TOA-bin-11	species_124	0.0377386	0.000605316
FRAM18_IL_4502_E	TOA-bin-1204	species_338	0.0150487	0.000241377
FRAM18_IL_4502_E	TOA-bin-1218	species_780	0	0
FRAM18_IL_4502_E	TOA-bin-121	species_32	0.0389884	0.000625362
FRAM18_IL_4502_E	TOA-bin-1227	species_693	0	0
FRAM18_IL_4502_E	TOA-bin-1229	species_286	0	0
FRAM18_IL_4502_E	TOA-bin-1235	species_738	0	0
FRAM18_IL_4502_E	TOA-bin-123	species_772	0	0
FRAM18_IL_4502_E	TOA-bin-1243	species_89	4.02565	0.0645702
FRAM18_IL_4502_E	TOA-bin-1244	species_506	1.07206	0.0171955
FRAM18_IL_4502_E	TOA-bin-1246	species_665	0	0
FRAM18_IL_4502_E	TOA-bin-1249	species_666	0.182894	0.00293356
FRAM18_IL_4502_E	TOA-bin-1262	species_676	0	0
FRAM18_IL_4502_E	TOA-bin-1268	species_740	0	0
FRAM18_IL_4502_E	TOA-bin-1280	species_107	0	0
FRAM18_IL_4502_E	TOA-bin-1281	species_204	0.0246127	0.00039478
FRAM18_IL_4502_E	TOA-bin-1291	species_26	1.13795	0.0182524
FRAM18_IL_4502_E	TOA-bin-1293	species_73	0	0
FRAM18_IL_4502_E	TOA-bin-1305	species_650	0	0
FRAM18_IL_4502_E	TOA-bin-1306	species_132	0.0114909	0.00018431
FRAM18_IL_4502_E	TOA-bin-1314	species_777	1.77207	0.0284235
FRAM18_IL_4502_E	TOA-bin-1325	species_187	3.34707	0.053686
FRAM18_IL_4502_E	TOA-bin-1341	species_569	0	0
FRAM18_IL_4502_E	TOA-bin-1345	species_654	7.65918	0.122851
FRAM18_IL_4502_E	TOA-bin-1363	species_480	0.500716	0.00803133
FRAM18_IL_4502_E	TOA-bin-1376	species_301	0.528379	0.00847504
FRAM18_IL_4502_E	TOA-bin-1378	species_36	0	0
FRAM18_IL_4502_E	TOA-bin-1385	species_824	0	0
FRAM18_IL_4502_E	TOA-bin-1392	species_177	0.789607	0.0126651
FRAM18_IL_4502_E	TOA-bin-13	species_755	0	0
FRAM18_IL_4502_E	TOA-bin-1406	species_489	0.529332	0.00849032
FRAM18_IL_4502_E	TOA-bin-1411	species_382	0	0
FRAM18_IL_4502_E	TOA-bin-1416	species_525	1.56858	0.0251595
FRAM18_IL_4502_E	TOA-bin-1423	species_799	270.805	4.34363
FRAM18_IL_4502_E	TOA-bin-1432	species_74	0	0
FRAM18_IL_4502_E	TOA-bin-1438	species_139	0	0
FRAM18_IL_4502_E	TOA-bin-143	species_310	0	0
FRAM18_IL_4502_E	TOA-bin-1452	species_361	0.0346484	0.00055575
FRAM18_IL_4502_E	TOA-bin-1453	species_724	1.54283	0.0247465
FRAM18_IL_4502_E	TOA-bin-1457	species_246	0	0
FRAM18_IL_4502_E	TOA-bin-1463	species_595	1.50793	0.0241867
FRAM18_IL_4502_E	TOA-bin-1464	species_675	0.0653202	0.00104772
FRAM18_IL_4502_E	TOA-bin-1478	species_495	2.99933	0.0481083
FRAM18_IL_4502_E	TOA-bin-1481	species_606	0.710586	0.0113976
FRAM18_IL_4502_E	TOA-bin-1482	species_56	0	0
FRAM18_IL_4502_E	TOA-bin-1485	species_61	0.132505	0.00212534
FRAM18_IL_4502_E	TOA-bin-1487	species_312	0.685859	0.011001
FRAM18_IL_4502_E	TOA-bin-1491	species_479	0	0
FRAM18_IL_4502_E	TOA-bin-1492	species_143	0	0
FRAM18_IL_4502_E	TOA-bin-1493	species_744	0	0
FRAM18_IL_4502_E	TOA-bin-150	species_552	0	0
FRAM18_IL_4502_E	TOA-bin-1514	species_596	0.00775195	0.000124339
FRAM18_IL_4502_E	TOA-bin-1525	species_348	0	0
FRAM18_IL_4502_E	TOA-bin-1531	species_414	0	0
FRAM18_IL_4502_E	TOA-bin-1557	species_603	0.862032	0.0138267
FRAM18_IL_4502_E	TOA-bin-1561	species_29	0.154404	0.00247659
FRAM18_IL_4502_E	TOA-bin-1562	species_601	0.199095	0.00319342
FRAM18_IL_4502_E	TOA-bin-156	species_499	0.04394	0.000704784
FRAM18_IL_4502_E	TOA-bin-1578	species_365	0	0
FRAM18_IL_4502_E	TOA-bin-1579	species_289	0.0652606	0.00104676
FRAM18_IL_4502_E	TOA-bin-1581	species_86	0	0
FRAM18_IL_4502_E	TOA-bin-1588	species_308	0.639095	0.0102509
FRAM18_IL_4502_E	TOA-bin-1589	species_689	0.0545544	0.000875036
FRAM18_IL_4502_E	TOA-bin-1613	species_300	0	0
FRAM18_IL_4502_E	TOA-bin-161	species_140	0	0
FRAM18_IL_4502_E	TOA-bin-1623	species_352	0.945154	0.01516
FRAM18_IL_4502_E	TOA-bin-1625	species_407	0	0
FRAM18_IL_4502_E	TOA-bin-1628	species_804	5.40876	0.0867548
FRAM18_IL_4502_E	TOA-bin-1636	species_131	0	0
FRAM18_IL_4502_E	TOA-bin-1647	species_677	0.519424	0.0083314
FRAM18_IL_4502_E	TOA-bin-1648	species_377	0	0
FRAM18_IL_4502_E	TOA-bin-1652	species_46	1.14048	0.0182929
FRAM18_IL_4502_E	TOA-bin-1661	species_284	0	0
FRAM18_IL_4502_E	TOA-bin-1663	species_827	6.23261	0.0999691
FRAM18_IL_4502_E	TOA-bin-1671	species_67	0	0
FRAM18_IL_4502_E	TOA-bin-1677	species_807	3.94126	0.0632166
FRAM18_IL_4502_E	TOA-bin-1680	species_241	0	0
FRAM18_IL_4502_E	TOA-bin-1683	species_424	0	0
FRAM18_IL_4502_E	TOA-bin-1684	species_372	0.0317334	0.000508994
FRAM18_IL_4502_E	TOA-bin-1685	species_786	5.06822	0.0812927
FRAM18_IL_4502_E	TOA-bin-1694	species_91	3.51199	0.0563312
FRAM18_IL_4502_E	TOA-bin-1696	species_551	0.0140441	0.000225263
FRAM18_IL_4502_E	TOA-bin-1703	species_87	0.0568569	0.000911967
FRAM18_IL_4502_E	TOA-bin-1708	species_302	0.202751	0.00325206
FRAM18_IL_4502_E	TOA-bin-1711	species_13	0	0
FRAM18_IL_4502_E	TOA-bin-1713	species_59	0	0
FRAM18_IL_4502_E	TOA-bin-1715	species_11	0	0
FRAM18_IL_4502_E	TOA-bin-1718	species_330	4.28945	0.0688015
FRAM18_IL_4502_E	TOA-bin-1722	species_366	0	0
FRAM18_IL_4502_E	TOA-bin-1728	species_795	0	0
FRAM18_IL_4502_E	TOA-bin-1731	species_517	0	0
FRAM18_IL_4502_E	TOA-bin-1736	species_381	1.09593	0.0175784
FRAM18_IL_4502_E	TOA-bin-1739	species_670	0.0272203	0.000436605
FRAM18_IL_4502_E	TOA-bin-1743	species_134	0	0
FRAM18_IL_4502_E	TOA-bin-1744	species_9	0	0
FRAM18_IL_4502_E	TOA-bin-1745	species_248	0	0
FRAM18_IL_4502_E	TOA-bin-1748	species_511	0	0
FRAM18_IL_4502_E	TOA-bin-1753	species_387	0	0
FRAM18_IL_4502_E	TOA-bin-1758	species_57	0	0
FRAM18_IL_4502_E	TOA-bin-1760	species_60	0	0
FRAM18_IL_4502_E	TOA-bin-1762	species_686	0.0416242	0.000667639
FRAM18_IL_4502_E	TOA-bin-1763	species_285	0	0
FRAM18_IL_4502_E	TOA-bin-1773	species_502	0.12781	0.00205003
FRAM18_IL_4502_E	TOA-bin-177	species_76	0	0
FRAM18_IL_4502_E	TOA-bin-1789	species_712	20.5774	0.330055
FRAM18_IL_4502_E	TOA-bin-1791	species_839	0.0900162	0.00144383
FRAM18_IL_4502_E	TOA-bin-1795	species_144	0	0
FRAM18_IL_4502_E	TOA-bin-1796	species_767	0.134785	0.00216191
FRAM18_IL_4502_E	TOA-bin-1801	species_319	0	0
FRAM18_IL_4502_E	TOA-bin-1802	species_354	0.775482	0.0124385
FRAM18_IL_4502_E	TOA-bin-1811	species_344	0	0
FRAM18_IL_4502_E	TOA-bin-1864	species_207	2.52948	0.0405721
FRAM18_IL_4502_E	TOA-bin-1868	species_363	0.0572415	0.000918136
FRAM18_IL_4502_E	TOA-bin-1874	species_329	0	0
FRAM18_IL_4502_E	TOA-bin-1878	species_416	0.575265	0.00922707
FRAM18_IL_4502_E	TOA-bin-1885	species_256	6.54935	0.10505
FRAM18_IL_4502_E	TOA-bin-1904	species_823	0.0474047	0.000760357
FRAM18_IL_4502_E	TOA-bin-1905	species_303	77.7002	1.24629
FRAM18_IL_4502_E	TOA-bin-1908	species_5	0	0
FRAM18_IL_4502_E	TOA-bin-1943	species_669	0.290476	0.00465915
FRAM18_IL_4502_E	TOA-bin-1946	species_837	1.91273	0.0306796
FRAM18_IL_4502_E	TOA-bin-1951	species_636	1.54561	0.0247911
FRAM18_IL_4502_E	TOA-bin-1962	species_356	1.80479	0.0289483
FRAM18_IL_4502_E	TOA-bin-1964	species_545	0.163442	0.00262156
FRAM18_IL_4502_E	TOA-bin-1972	species_271	0	0
FRAM18_IL_4502_E	TOA-bin-1973	species_537	1.81097	0.0290474
FRAM18_IL_4502_E	TOA-bin-1998	species_364	0	0
FRAM18_IL_4502_E	TOA-bin-2001	species_647	0	0
FRAM18_IL_4502_E	TOA-bin-2005	species_546	0.149082	0.00239123
FRAM18_IL_4502_E	TOA-bin-2009	species_269	0	0
FRAM18_IL_4502_E	TOA-bin-2018	species_183	0.269474	0.00432228
FRAM18_IL_4502_E	TOA-bin-2020	species_593	0	0
FRAM18_IL_4502_E	TOA-bin-2023	species_714	0	0
FRAM18_IL_4502_E	TOA-bin-2025	species_510	0.187884	0.0030136
FRAM18_IL_4502_E	TOA-bin-2029	species_393	0.0984013	0.00157833
FRAM18_IL_4502_E	TOA-bin-2030	species_678	0	0
FRAM18_IL_4502_E	TOA-bin-2037	species_752	0.678499	0.0108829
FRAM18_IL_4502_E	TOA-bin-2042	species_28	0	0
FRAM18_IL_4502_E	TOA-bin-2044	species_353	7.20253	0.115526
FRAM18_IL_4502_E	TOA-bin-2047	species_748	0.385084	0.00617663
FRAM18_IL_4502_E	TOA-bin-2051	species_349	0	0
FRAM18_IL_4502_E	TOA-bin-2065	species_242	0.0764115	0.00122562
FRAM18_IL_4502_E	TOA-bin-2070	species_711	0	0
FRAM18_IL_4502_E	TOA-bin-2074	species_167	0.553505	0.00887805
FRAM18_IL_4502_E	TOA-bin-2077	species_378	0.111415	0.00178706
FRAM18_IL_4502_E	TOA-bin-2085	species_701	0.0225134	0.000361108
FRAM18_IL_4502_E	TOA-bin-2086	species_234	0	0
FRAM18_IL_4502_E	TOA-bin-2087	species_128	0.0517425	0.000829934
FRAM18_IL_4502_E	TOA-bin-2093	species_306	0	0
FRAM18_IL_4502_E	TOA-bin-2094	species_639	0	0
FRAM18_IL_4502_E	TOA-bin-2095	species_340	0	0
FRAM18_IL_4502_E	TOA-bin-20	species_637	0.251537	0.00403458
FRAM18_IL_4502_E	TOA-bin-2115	species_741	0	0
FRAM18_IL_4502_E	TOA-bin-2118	species_557	70.6572	1.13332
FRAM18_IL_4502_E	TOA-bin-2127	species_672	4.58061	0.0734716
FRAM18_IL_4502_E	TOA-bin-2130	species_718	8.78234	0.140866
FRAM18_IL_4502_E	TOA-bin-213	species_351	0	0
FRAM18_IL_4502_E	TOA-bin-2141	species_452	0	0
FRAM18_IL_4502_E	TOA-bin-2142	species_299	0	0
FRAM18_IL_4502_E	TOA-bin-2145	species_189	0.118358	0.00189843
FRAM18_IL_4502_E	TOA-bin-2158	species_808	1.38158	0.0221601
FRAM18_IL_4502_E	TOA-bin-2160	species_775	0.80411	0.0128977
FRAM18_IL_4502_E	TOA-bin-2166	species_441	0.0363103	0.000582406
FRAM18_IL_4502_E	TOA-bin-2169	species_709	0	0
FRAM18_IL_4502_E	TOA-bin-2175	species_520	1.33253	0.0213734
FRAM18_IL_4502_E	TOA-bin-2181	species_832	0	0
FRAM18_IL_4502_E	TOA-bin-21	species_345	0.0232349	0.000372681
FRAM18_IL_4502_E	TOA-bin-2206	species_486	2.90017	0.0465178
FRAM18_IL_4502_E	TOA-bin-2226	species_323	5.74134	0.0920893
FRAM18_IL_4502_E	TOA-bin-2229	species_321	0	0
FRAM18_IL_4502_E	TOA-bin-222	species_644	0	0
FRAM18_IL_4502_E	TOA-bin-2234	species_75	0	0
FRAM18_IL_4502_E	TOA-bin-2236	species_819	0.130383	0.0020913
FRAM18_IL_4502_E	TOA-bin-2238	species_293	0	0
FRAM18_IL_4502_E	TOA-bin-2240	species_135	0	0
FRAM18_IL_4502_E	TOA-bin-2241	species_474	2.44311	0.0391867
FRAM18_IL_4502_E	TOA-bin-2243	species_309	0.891758	0.0143035
FRAM18_IL_4502_E	TOA-bin-2244	species_25	0.219788	0.00352533
FRAM18_IL_4502_E	TOA-bin-2263	species_706	0	0
FRAM18_IL_4502_E	TOA-bin-2264	species_735	0	0
FRAM18_IL_4502_E	TOA-bin-2276	species_404	0	0
FRAM18_IL_4502_E	TOA-bin-2281	species_145	0	0
FRAM18_IL_4502_E	TOA-bin-2282	species_583	0	0
FRAM18_IL_4502_E	TOA-bin-2285	species_607	0	0
FRAM18_IL_4502_E	TOA-bin-2290	species_598	0.0462683	0.000742129
FRAM18_IL_4502_E	TOA-bin-2298	species_451	19.5248	0.313172
FRAM18_IL_4502_E	TOA-bin-2308	species_1	0	0
FRAM18_IL_4502_E	TOA-bin-2316	species_797	0	0
FRAM18_IL_4502_E	TOA-bin-2320	species_825	0.0944323	0.00151466
FRAM18_IL_4502_E	TOA-bin-2328	species_549	0	0
FRAM18_IL_4502_E	TOA-bin-2329	species_812	46.422	0.744595
FRAM18_IL_4502_E	TOA-bin-232	species_459	0	0
FRAM18_IL_4502_E	TOA-bin-2330	species_205	0	0
FRAM18_IL_4502_E	TOA-bin-2343	species_713	0	0
FRAM18_IL_4502_E	TOA-bin-2384	species_133	0	0
FRAM18_IL_4502_E	TOA-bin-2396	species_3	0	0
FRAM18_IL_4502_E	TOA-bin-2399	species_274	0	0
FRAM18_IL_4502_E	TOA-bin-2405	species_136	1.07463	0.0172367
FRAM18_IL_4502_E	TOA-bin-2409	species_784	1.20406	0.0193128
FRAM18_IL_4502_E	TOA-bin-2410	species_368	0	0
FRAM18_IL_4502_E	TOA-bin-2412	species_437	0	0
FRAM18_IL_4502_E	TOA-bin-2413	species_532	0	0
FRAM18_IL_4502_E	TOA-bin-2416	species_478	0	0
FRAM18_IL_4502_E	TOA-bin-2447	species_835	7.20583	0.115579
FRAM18_IL_4502_E	TOA-bin-2461	species_618	26.3963	0.423389
FRAM18_IL_4502_E	TOA-bin-2465	species_278	0	0
FRAM18_IL_4502_E	TOA-bin-2466	species_339	0.0518291	0.000831323
FRAM18_IL_4502_E	TOA-bin-246	species_840	0	0
FRAM18_IL_4502_E	TOA-bin-2478	species_688	0	0
FRAM18_IL_4502_E	TOA-bin-2499	species_543	0.07442	0.00119367
FRAM18_IL_4502_E	TOA-bin-2505	species_447	1.52527	0.0244649
FRAM18_IL_4502_E	TOA-bin-2506	species_405	0	0
FRAM18_IL_4502_E	TOA-bin-2526	species_33	0.277417	0.00444968
FRAM18_IL_4502_E	TOA-bin-2529	species_53	0	0
FRAM18_IL_4502_E	TOA-bin-2540	species_296	0.0412319	0.000661347
FRAM18_IL_4502_E	TOA-bin-2542	species_602	2.28874	0.0367107
FRAM18_IL_4502_E	TOA-bin-2544	species_154	0	0
FRAM18_IL_4502_E	TOA-bin-2554	species_412	0	0
FRAM18_IL_4502_E	TOA-bin-2558	species_71	0.0134587	0.000215873
FRAM18_IL_4502_E	TOA-bin-2565	species_421	2.70052	0.0433155
FRAM18_IL_4502_E	TOA-bin-2566	species_375	0.0788492	0.00126472
FRAM18_IL_4502_E	TOA-bin-2579	species_362	0.364893	0.00585277
FRAM18_IL_4502_E	TOA-bin-2593	species_778	0	0
FRAM18_IL_4502_E	TOA-bin-2601	species_146	0	0
FRAM18_IL_4502_E	TOA-bin-2605	species_410	0	0
FRAM18_IL_4502_E	TOA-bin-2611	species_130	0	0
FRAM18_IL_4502_E	TOA-bin-2615	species_213	0	0
FRAM18_IL_4502_E	TOA-bin-262	species_534	0	0
FRAM18_IL_4502_E	TOA-bin-2647	species_758	0	0
FRAM18_IL_4502_E	TOA-bin-2675	species_779	0	0
FRAM18_IL_4502_E	TOA-bin-2706	species_52	0	0
FRAM18_IL_4502_E	TOA-bin-2709	species_65	0	0
FRAM18_IL_4502_E	TOA-bin-2712	species_27	9.50085	0.152391
FRAM18_IL_4502_E	TOA-bin-2716	species_333	0	0
FRAM18_IL_4502_E	TOA-bin-2720	species_828	0	0
FRAM18_IL_4502_E	TOA-bin-2745	species_843	0.0337418	0.000541208
FRAM18_IL_4502_E	TOA-bin-2750	species_527	0	0
FRAM18_IL_4502_E	TOA-bin-2752	species_768	0.281227	0.00451079
FRAM18_IL_4502_E	TOA-bin-2772	species_565	0.000169807	2.72365e-06
FRAM18_IL_4502_E	TOA-bin-2807	species_753	0	0
FRAM18_IL_4502_E	TOA-bin-2817	species_679	0	0
FRAM18_IL_4502_E	TOA-bin-2818	species_31	1.18019	0.0189299
FRAM18_IL_4502_E	TOA-bin-2819	species_515	0	0
FRAM18_IL_4502_E	TOA-bin-2832	species_566	0	0
FRAM18_IL_4502_E	TOA-bin-2838	species_671	0.125455	0.00201226
FRAM18_IL_4502_E	TOA-bin-2849	species_209	0	0
FRAM18_IL_4502_E	TOA-bin-2868	species_50	2.89451	0.046427
FRAM18_IL_4502_E	TOA-bin-2872	species_747	0.254286	0.00407867
FRAM18_IL_4502_E	TOA-bin-2888	species_104	0.114382	0.00183465
FRAM18_IL_4502_E	TOA-bin-2893	species_208	1.1978	0.0192123
FRAM18_IL_4502_E	TOA-bin-2896	species_796	0.0100992	0.000161988
FRAM18_IL_4502_E	TOA-bin-2942	species_206	0	0
FRAM18_IL_4502_E	TOA-bin-2951	species_373	0	0
FRAM18_IL_4502_E	TOA-bin-2953	species_562	0.0981129	0.0015737
FRAM18_IL_4502_E	TOA-bin-2967	species_402	0	0
FRAM18_IL_4502_E	TOA-bin-2978	species_317	0.477635	0.00766112
FRAM18_IL_4502_E	TOA-bin-3009	species_655	0	0
FRAM18_IL_4502_E	TOA-bin-3010	species_766	1.1277	0.018088
FRAM18_IL_4502_E	TOA-bin-3011	species_411	0	0
FRAM18_IL_4502_E	TOA-bin-3015	species_731	0.343824	0.00551483
FRAM18_IL_4502_E	TOA-bin-3016	species_448	21.06	0.337796
FRAM18_IL_4502_E	TOA-bin-3033	species_745	0	0
FRAM18_IL_4502_E	TOA-bin-3034	species_297	0.0688405	0.00110418
FRAM18_IL_4502_E	TOA-bin-3056	species_680	2.28769	0.0366938
FRAM18_IL_4502_E	TOA-bin-3073	species_512	0.0992397	0.00159177
FRAM18_IL_4502_E	TOA-bin-3081	species_477	0	0
FRAM18_IL_4502_E	TOA-bin-3091	species_446	0	0
FRAM18_IL_4502_E	TOA-bin-3098	species_318	0	0
FRAM18_IL_4502_E	TOA-bin-30	species_418	0.211393	0.00339068
FRAM18_IL_4502_E	TOA-bin-3115	species_468	0	0
FRAM18_IL_4502_E	TOA-bin-3120	species_564	0	0
FRAM18_IL_4502_E	TOA-bin-3125	species_475	0	0
FRAM18_IL_4502_E	TOA-bin-3133	species_6	0	0
FRAM18_IL_4502_E	TOA-bin-3134	species_483	0	0
FRAM18_IL_4502_E	TOA-bin-3140	species_369	0	0
FRAM18_IL_4502_E	TOA-bin-3145	species_841	0	0
FRAM18_IL_4502_E	TOA-bin-3162	species_514	0	0
FRAM18_IL_4502_E	TOA-bin-3169	species_715	0	0
FRAM18_IL_4502_E	TOA-bin-3170	species_749	0	0
FRAM18_IL_4502_E	TOA-bin-3175	species_513	0	0
FRAM18_IL_4502_E	TOA-bin-3178	species_456	0	0
FRAM18_IL_4502_E	TOA-bin-3179	species_114	0	0
FRAM18_IL_4502_E	TOA-bin-3180	species_211	0.309808	0.00496922
FRAM18_IL_4502_E	TOA-bin-3202	species_419	0	0
FRAM18_IL_4502_E	TOA-bin-321	species_215	0.112229	0.00180012
FRAM18_IL_4502_E	TOA-bin-3247	species_756	0	0
FRAM18_IL_4502_E	TOA-bin-3248	species_681	0	0
FRAM18_IL_4502_E	TOA-bin-3257	species_355	0	0
FRAM18_IL_4502_E	TOA-bin-3261	species_10	0	0
FRAM18_IL_4502_E	TOA-bin-3265	species_252	0	0
FRAM18_IL_4502_E	TOA-bin-3266	species_346	3.01376e-05	4.83398e-07
FRAM18_IL_4502_E	TOA-bin-3272	species_594	0	0
FRAM18_IL_4502_E	TOA-bin-3275	species_7	0	0
FRAM18_IL_4502_E	TOA-bin-3281	species_305	0	0
FRAM18_IL_4502_E	TOA-bin-3291	species_327	0	0
FRAM18_IL_4502_E	TOA-bin-330	species_663	0.088985	0.00142729
FRAM18_IL_4502_E	TOA-bin-3310	species_553	0	0
FRAM18_IL_4502_E	TOA-bin-3318	species_2	0	0
FRAM18_IL_4502_E	TOA-bin-3320	species_577	13.3835	0.214667
FRAM18_IL_4502_E	TOA-bin-3324	species_185	0	0
FRAM18_IL_4502_E	TOA-bin-3325	species_765	0	0
FRAM18_IL_4502_E	TOA-bin-3328	species_93	0.0474409	0.000760937
FRAM18_IL_4502_E	TOA-bin-3329	species_64	0	0
FRAM18_IL_4502_E	TOA-bin-3333	species_484	0	0
FRAM18_IL_4502_E	TOA-bin-3336	species_304	0	0
FRAM18_IL_4502_E	TOA-bin-3349	species_426	0.0163432	0.00026214
FRAM18_IL_4502_E	TOA-bin-3353	species_92	0.191239	0.00306741
FRAM18_IL_4502_E	TOA-bin-3360	species_838	0.0156229	0.000250586
FRAM18_IL_4502_E	TOA-bin-3362	species_273	0.0862659	0.00138368
FRAM18_IL_4502_E	TOA-bin-3363	species_337	0.00773393	0.00012405
FRAM18_IL_4502_E	TOA-bin-3364	species_239	0	0
FRAM18_IL_4502_E	TOA-bin-3366	species_656	0	0
FRAM18_IL_4502_E	TOA-bin-3370	species_762	0	0
FRAM18_IL_4502_E	TOA-bin-3371	species_538	0	0
FRAM18_IL_4502_E	TOA-bin-3372	species_214	0	0
FRAM18_IL_4502_E	TOA-bin-3376	species_388	0	0
FRAM18_IL_4502_E	TOA-bin-3379	species_571	0	0
FRAM18_IL_4502_E	TOA-bin-3384	species_332	0	0
