Gene,HI_mean,LI_mean,Sample,CLR_values,cluster,KEGG_ID,Metabolism,Metabolism_group,Enrichment
phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],-0.140923449,0.070461724,RAS_EGC_07_1617_1,0.053200145,Low-ice cluster,K15778,Carbohydrates,Substrates,LI_enriched
phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],-0.140923449,0.070461724,RAS_EGC_08_1617_1,0.097260135,Low-ice cluster,K15778,Carbohydrates,Substrates,LI_enriched
phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],-0.140923449,0.070461724,RAS_EGC_09_1617_1,0.122793437,Low-ice cluster,K15778,Carbohydrates,Substrates,LI_enriched
phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],-0.140923449,0.070461724,RAS_EGC_10_1617_2,0.088602072,Low-ice cluster,K15778,Carbohydrates,Substrates,LI_enriched
phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],-0.140923449,0.070461724,RAS_EGC_11_1617,0.077673001,Low-ice cluster,K15778,Carbohydrates,Substrates,LI_enriched
phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],-0.140923449,0.070461724,RAS_EGC_12_1617_1,-0.153746459,High-ice cluster,K15778,Carbohydrates,Substrates,LI_enriched
rhamnose transport system substrate-binding protein,-0.69076425,0.345382125,RAS_EGC_02_1617_1,-1.175242138,High-ice cluster,K10559,Carbohydrates,Substrates,LI_enriched
rhamnose transport system substrate-binding protein,-0.69076425,0.345382125,RAS_EGC_03_1617_2,-0.327944277,High-ice cluster,K10559,Carbohydrates,Substrates,LI_enriched
rhamnose transport system substrate-binding protein,-0.69076425,0.345382125,RAS_EGC_05_1617_2,-0.569106334,Low-ice cluster,K10559,Carbohydrates,Substrates,LI_enriched
rhamnose transport system substrate-binding protein,-0.69076425,0.345382125,RAS_EGC_07_1617_1,0.721877847,Low-ice cluster,K10559,Carbohydrates,Substrates,LI_enriched
rhamnose transport system substrate-binding protein,-0.69076425,0.345382125,RAS_EGC_08_1617_1,0.924818691,Low-ice cluster,K10559,Carbohydrates,Substrates,LI_enriched
rhamnose transport system substrate-binding protein,-0.69076425,0.345382125,RAS_EGC_09_1617_1,0.077520831,Low-ice cluster,K10559,Carbohydrates,Substrates,LI_enriched
rhamnose transport system substrate-binding protein,-0.69076425,0.345382125,RAS_EGC_10_1617_2,0.588346455,Low-ice cluster,K10559,Carbohydrates,Substrates,LI_enriched
rhamnose transport system substrate-binding protein,-0.69076425,0.345382125,RAS_EGC_11_1617,0.328835259,Low-ice cluster,K10559,Carbohydrates,Substrates,LI_enriched
rhamnose transport system substrate-binding protein,-0.69076425,0.345382125,RAS_EGC_12_1617_1,-0.569106334,High-ice cluster,K10559,Carbohydrates,Substrates,LI_enriched
Trehalose transport system permease protein SugB,-0.366448173,0.183224086,RAS_EGC_02_1617_1,-0.499937792,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Trehalose transport system permease protein SugB,-0.366448173,0.183224086,RAS_EGC_03_1617_2,-0.344067421,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Trehalose transport system permease protein SugB,-0.366448173,0.183224086,RAS_EGC_05_1617_2,-0.209248198,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Trehalose transport system permease protein SugB,-0.366448173,0.183224086,RAS_EGC_07_1617_1,0.47029333,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Trehalose transport system permease protein SugB,-0.366448173,0.183224086,RAS_EGC_08_1617_1,0.354221159,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Trehalose transport system permease protein SugB,-0.366448173,0.183224086,RAS_EGC_09_1617_1,0.143816633,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Trehalose transport system permease protein SugB,-0.366448173,0.183224086,RAS_EGC_10_1617_2,0.071654187,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Trehalose transport system permease protein SugB,-0.366448173,0.183224086,RAS_EGC_11_1617,0.268607406,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Trehalose transport system permease protein SugB,-0.366448173,0.183224086,RAS_EGC_12_1617_1,-0.255339305,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Xylulose kinase,-0.154865165,0.077432583,RAS_EGC_02_1617_1,-0.533325238,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Xylulose kinase,-0.154865165,0.077432583,RAS_EGC_03_1617_2,0.050715102,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Xylulose kinase,-0.154865165,0.077432583,RAS_EGC_05_1617_2,-0.012930163,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Xylulose kinase,-0.154865165,0.077432583,RAS_EGC_07_1617_1,-0.059722325,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Xylulose kinase,-0.154865165,0.077432583,RAS_EGC_08_1617_1,0.004067413,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Xylulose kinase,-0.154865165,0.077432583,RAS_EGC_09_1617_1,0.437235124,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Xylulose kinase,-0.154865165,0.077432583,RAS_EGC_10_1617_2,0.058725826,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Xylulose kinase,-0.154865165,0.077432583,RAS_EGC_11_1617,0.03721962,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Xylulose kinase,-0.154865165,0.077432583,RAS_EGC_12_1617_1,0.018014641,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
inositol transport system permease protein,-1.064579337,0.532289669,RAS_EGC_02_1617_1,-1.892881554,High-ice cluster,K17214,Carbohydrates,Substrates,LI_enriched
inositol transport system permease protein,-1.064579337,0.532289669,RAS_EGC_03_1617_2,-0.506587193,High-ice cluster,K17214,Carbohydrates,Substrates,LI_enriched
inositol transport system permease protein,-1.064579337,0.532289669,RAS_EGC_05_1617_2,0.746175776,Low-ice cluster,K17214,Carbohydrates,Substrates,LI_enriched
inositol transport system permease protein,-1.064579337,0.532289669,RAS_EGC_07_1617_1,1.242612662,Low-ice cluster,K17214,Carbohydrates,Substrates,LI_enriched
inositol transport system permease protein,-1.064579337,0.532289669,RAS_EGC_08_1617_1,0.815168647,Low-ice cluster,K17214,Carbohydrates,Substrates,LI_enriched
inositol transport system permease protein,-1.064579337,0.532289669,RAS_EGC_09_1617_1,-0.506587193,Low-ice cluster,K17214,Carbohydrates,Substrates,LI_enriched
inositol transport system permease protein,-1.064579337,0.532289669,RAS_EGC_10_1617_2,0.592025096,Low-ice cluster,K17214,Carbohydrates,Substrates,LI_enriched
inositol transport system permease protein,-1.064579337,0.532289669,RAS_EGC_11_1617,0.304343023,Low-ice cluster,K17214,Carbohydrates,Substrates,LI_enriched
inositol transport system permease protein,-1.064579337,0.532289669,RAS_EGC_12_1617_1,-0.794269265,High-ice cluster,K17214,Carbohydrates,Substrates,LI_enriched
inosose dehydratase [EC:4.2.1.44],-0.339252168,0.169626084,RAS_EGC_02_1617_1,-0.648157064,High-ice cluster,K03335,Carbohydrates,Substrates,LI_enriched
inosose dehydratase [EC:4.2.1.44],-0.339252168,0.169626084,RAS_EGC_03_1617_2,-0.209539748,High-ice cluster,K03335,Carbohydrates,Substrates,LI_enriched
inosose dehydratase [EC:4.2.1.44],-0.339252168,0.169626084,RAS_EGC_05_1617_2,-0.13958116,Low-ice cluster,K03335,Carbohydrates,Substrates,LI_enriched
inosose dehydratase [EC:4.2.1.44],-0.339252168,0.169626084,RAS_EGC_07_1617_1,0.479977664,Low-ice cluster,K03335,Carbohydrates,Substrates,LI_enriched
inosose dehydratase [EC:4.2.1.44],-0.339252168,0.169626084,RAS_EGC_08_1617_1,0.233844595,Low-ice cluster,K03335,Carbohydrates,Substrates,LI_enriched
inosose dehydratase [EC:4.2.1.44],-0.339252168,0.169626084,RAS_EGC_09_1617_1,0.161523933,Low-ice cluster,K03335,Carbohydrates,Substrates,LI_enriched
inosose dehydratase [EC:4.2.1.44],-0.339252168,0.169626084,RAS_EGC_10_1617_2,0.115479995,Low-ice cluster,K03335,Carbohydrates,Substrates,LI_enriched
inosose dehydratase [EC:4.2.1.44],-0.339252168,0.169626084,RAS_EGC_11_1617,0.166511475,Low-ice cluster,K03335,Carbohydrates,Substrates,LI_enriched
inosose dehydratase [EC:4.2.1.44],-0.339252168,0.169626084,RAS_EGC_12_1617_1,-0.160059691,High-ice cluster,K03335,Carbohydrates,Substrates,LI_enriched
D-glucosaminate-6-phosphate ammonia lyase,0.789918215,-0.394959108,RAS_EGC_02_1617_1,0.795400625,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
D-glucosaminate-6-phosphate ammonia lyase,0.789918215,-0.394959108,RAS_EGC_03_1617_2,0.971857062,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
D-glucosaminate-6-phosphate ammonia lyase,0.789918215,-0.394959108,RAS_EGC_05_1617_2,0.186336562,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
D-glucosaminate-6-phosphate ammonia lyase,0.789918215,-0.394959108,RAS_EGC_07_1617_1,-0.682701285,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
D-glucosaminate-6-phosphate ammonia lyase,0.789918215,-0.394959108,RAS_EGC_08_1617_1,-0.539600442,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
D-glucosaminate-6-phosphate ammonia lyase,0.789918215,-0.394959108,RAS_EGC_09_1617_1,-0.84975537,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
D-glucosaminate-6-phosphate ammonia lyase,0.789918215,-0.394959108,RAS_EGC_10_1617_2,-0.414437299,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
D-glucosaminate-6-phosphate ammonia lyase,0.789918215,-0.394959108,RAS_EGC_11_1617,-0.069596812,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
D-glucosaminate-6-phosphate ammonia lyase,0.789918215,-0.394959108,RAS_EGC_12_1617_1,0.602496959,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
mannonate dehydratase [EC:4.2.1.8],0.529231411,-0.264615706,RAS_EGC_02_1617_1,0.433997356,High-ice cluster,K01686,Carbohydrates,Substrates,LI_enriched
mannonate dehydratase [EC:4.2.1.8],0.529231411,-0.264615706,RAS_EGC_03_1617_2,0.590765838,High-ice cluster,K01686,Carbohydrates,Substrates,LI_enriched
mannonate dehydratase [EC:4.2.1.8],0.529231411,-0.264615706,RAS_EGC_05_1617_2,-0.250017341,Low-ice cluster,K01686,Carbohydrates,Substrates,LI_enriched
mannonate dehydratase [EC:4.2.1.8],0.529231411,-0.264615706,RAS_EGC_07_1617_1,-0.417898214,Low-ice cluster,K01686,Carbohydrates,Substrates,LI_enriched
mannonate dehydratase [EC:4.2.1.8],0.529231411,-0.264615706,RAS_EGC_08_1617_1,-0.296537357,Low-ice cluster,K01686,Carbohydrates,Substrates,LI_enriched
mannonate dehydratase [EC:4.2.1.8],0.529231411,-0.264615706,RAS_EGC_09_1617_1,-0.581049854,Low-ice cluster,K01686,Carbohydrates,Substrates,LI_enriched
mannonate dehydratase [EC:4.2.1.8],0.529231411,-0.264615706,RAS_EGC_10_1617_2,0.033108915,Low-ice cluster,K01686,Carbohydrates,Substrates,LI_enriched
mannonate dehydratase [EC:4.2.1.8],0.529231411,-0.264615706,RAS_EGC_11_1617,-0.075300384,Low-ice cluster,K01686,Carbohydrates,Substrates,LI_enriched
mannonate dehydratase [EC:4.2.1.8],0.529231411,-0.264615706,RAS_EGC_12_1617_1,0.562931039,High-ice cluster,K01686,Carbohydrates,Substrates,LI_enriched
Uronate dehydrogenase,0.942854797,-0.471427398,RAS_EGC_02_1617_1,0.773179734,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Uronate dehydrogenase,0.942854797,-0.471427398,RAS_EGC_03_1617_2,1.193912314,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Uronate dehydrogenase,0.942854797,-0.471427398,RAS_EGC_05_1617_2,0.064528367,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Uronate dehydrogenase,0.942854797,-0.471427398,RAS_EGC_07_1617_1,-1.321765994,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Uronate dehydrogenase,0.942854797,-0.471427398,RAS_EGC_08_1617_1,-1.003312263,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Uronate dehydrogenase,0.942854797,-0.471427398,RAS_EGC_09_1617_1,-0.567994192,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Uronate dehydrogenase,0.942854797,-0.471427398,RAS_EGC_10_1617_2,-1.02E-05,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Uronate dehydrogenase,0.942854797,-0.471427398,RAS_EGC_11_1617,-1.02E-05,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Uronate dehydrogenase,0.942854797,-0.471427398,RAS_EGC_12_1617_1,0.861472341,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
glutamate---methylamine ligase [EC:6.3.4.12],-0.152184174,0.076092087,RAS_EGC_02_1617_1,-0.316151016,High-ice cluster,K01949,DON_compounds,Substrates,LI_enriched
glutamate---methylamine ligase [EC:6.3.4.12],-0.152184174,0.076092087,RAS_EGC_03_1617_2,-0.183391526,High-ice cluster,K01949,DON_compounds,Substrates,LI_enriched
glutamate---methylamine ligase [EC:6.3.4.12],-0.152184174,0.076092087,RAS_EGC_05_1617_2,-0.316151016,Low-ice cluster,K01949,DON_compounds,Substrates,LI_enriched
glutamate---methylamine ligase [EC:6.3.4.12],-0.152184174,0.076092087,RAS_EGC_07_1617_1,0.279832416,Low-ice cluster,K01949,DON_compounds,Substrates,LI_enriched
glutamate---methylamine ligase [EC:6.3.4.12],-0.152184174,0.076092087,RAS_EGC_08_1617_1,0.081049582,Low-ice cluster,K01949,DON_compounds,Substrates,LI_enriched
glutamate---methylamine ligase [EC:6.3.4.12],-0.152184174,0.076092087,RAS_EGC_09_1617_1,0.060084454,Low-ice cluster,K01949,DON_compounds,Substrates,LI_enriched
glutamate---methylamine ligase [EC:6.3.4.12],-0.152184174,0.076092087,RAS_EGC_10_1617_2,0.190964028,Low-ice cluster,K01949,DON_compounds,Substrates,LI_enriched
glutamate---methylamine ligase [EC:6.3.4.12],-0.152184174,0.076092087,RAS_EGC_11_1617,0.160773056,Low-ice cluster,K01949,DON_compounds,Substrates,LI_enriched
glutamate---methylamine ligase [EC:6.3.4.12],-0.152184174,0.076092087,RAS_EGC_12_1617_1,0.042990021,High-ice cluster,K01949,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],-0.135796507,0.067898253,RAS_EGC_02_1617_1,-0.327393608,High-ice cluster,K22081,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],-0.135796507,0.067898253,RAS_EGC_03_1617_2,-0.003916733,High-ice cluster,K22081,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],-0.135796507,0.067898253,RAS_EGC_05_1617_2,-0.287388273,Low-ice cluster,K22081,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],-0.135796507,0.067898253,RAS_EGC_07_1617_1,0.269422464,Low-ice cluster,K22081,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],-0.135796507,0.067898253,RAS_EGC_08_1617_1,0.130141947,Low-ice cluster,K22081,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],-0.135796507,0.067898253,RAS_EGC_09_1617_1,0.065357393,Low-ice cluster,K22081,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],-0.135796507,0.067898253,RAS_EGC_10_1617_2,0.141151232,Low-ice cluster,K22081,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],-0.135796507,0.067898253,RAS_EGC_11_1617,0.088704757,Low-ice cluster,K22081,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],-0.135796507,0.067898253,RAS_EGC_12_1617_1,-0.076079179,High-ice cluster,K22081,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21],-0.147921226,0.073960613,RAS_EGC_02_1617_1,-0.33222819,High-ice cluster,K22082,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21],-0.147921226,0.073960613,RAS_EGC_03_1617_2,-0.043162035,High-ice cluster,K22082,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21],-0.147921226,0.073960613,RAS_EGC_05_1617_2,-0.280934896,Low-ice cluster,K22082,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21],-0.147921226,0.073960613,RAS_EGC_07_1617_1,0.255866214,Low-ice cluster,K22082,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21],-0.147921226,0.073960613,RAS_EGC_08_1617_1,0.159016388,Low-ice cluster,K22082,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21],-0.147921226,0.073960613,RAS_EGC_09_1617_1,0.049882283,Low-ice cluster,K22082,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21],-0.147921226,0.073960613,RAS_EGC_10_1617_2,0.185773837,Low-ice cluster,K22082,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21],-0.147921226,0.073960613,RAS_EGC_11_1617,0.074159853,Low-ice cluster,K22082,DON_compounds,Substrates,LI_enriched
methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21],-0.147921226,0.073960613,RAS_EGC_12_1617_1,-0.068373454,High-ice cluster,K22082,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit A [EC:1.5.99.5],-0.27694751,0.138473755,RAS_EGC_02_1617_1,-0.139065299,High-ice cluster,K22084,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit A [EC:1.5.99.5],-0.27694751,0.138473755,RAS_EGC_03_1617_2,-0.282166143,High-ice cluster,K22084,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit A [EC:1.5.99.5],-0.27694751,0.138473755,RAS_EGC_05_1617_2,-0.047127804,Low-ice cluster,K22084,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit A [EC:1.5.99.5],-0.27694751,0.138473755,RAS_EGC_07_1617_1,0.293198002,Low-ice cluster,K22084,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit A [EC:1.5.99.5],-0.27694751,0.138473755,RAS_EGC_08_1617_1,0.126143918,Low-ice cluster,K22084,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit A [EC:1.5.99.5],-0.27694751,0.138473755,RAS_EGC_09_1617_1,-0.033704783,Low-ice cluster,K22084,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit A [EC:1.5.99.5],-0.27694751,0.138473755,RAS_EGC_10_1617_2,0.143045728,Low-ice cluster,K22084,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit A [EC:1.5.99.5],-0.27694751,0.138473755,RAS_EGC_11_1617,0.349287469,Low-ice cluster,K22084,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit A [EC:1.5.99.5],-0.27694751,0.138473755,RAS_EGC_12_1617_1,-0.409611089,High-ice cluster,K22084,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit B [EC:1.5.99.5],-0.370974411,0.185487205,RAS_EGC_02_1617_1,-0.30190667,High-ice cluster,K22085,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit B [EC:1.5.99.5],-0.370974411,0.185487205,RAS_EGC_03_1617_2,-0.774813059,High-ice cluster,K22085,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit B [EC:1.5.99.5],-0.370974411,0.185487205,RAS_EGC_05_1617_2,0.117947176,Low-ice cluster,K22085,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit B [EC:1.5.99.5],-0.370974411,0.185487205,RAS_EGC_07_1617_1,0.276171181,Low-ice cluster,K22085,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit B [EC:1.5.99.5],-0.370974411,0.185487205,RAS_EGC_08_1617_1,0.284268391,Low-ice cluster,K22085,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit B [EC:1.5.99.5],-0.370974411,0.185487205,RAS_EGC_09_1617_1,-0.081665878,Low-ice cluster,K22085,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit B [EC:1.5.99.5],-0.370974411,0.185487205,RAS_EGC_10_1617_2,0.316017089,Low-ice cluster,K22085,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit B [EC:1.5.99.5],-0.370974411,0.185487205,RAS_EGC_11_1617,0.200185274,Low-ice cluster,K22085,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit B [EC:1.5.99.5],-0.370974411,0.185487205,RAS_EGC_12_1617_1,-0.036203504,High-ice cluster,K22085,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit C [EC:1.5.99.5],-0.385020885,0.192510442,RAS_EGC_02_1617_1,-0.127984644,High-ice cluster,K22086,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit C [EC:1.5.99.5],-0.385020885,0.192510442,RAS_EGC_03_1617_2,-0.415666716,High-ice cluster,K22086,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit C [EC:1.5.99.5],-0.385020885,0.192510442,RAS_EGC_05_1617_2,-0.032674464,Low-ice cluster,K22086,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit C [EC:1.5.99.5],-0.385020885,0.192510442,RAS_EGC_07_1617_1,0.342018985,Low-ice cluster,K22086,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit C [EC:1.5.99.5],-0.385020885,0.192510442,RAS_EGC_08_1617_1,0.243578912,Low-ice cluster,K22086,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit C [EC:1.5.99.5],-0.385020885,0.192510442,RAS_EGC_09_1617_1,-0.372181604,Low-ice cluster,K22086,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit C [EC:1.5.99.5],-0.385020885,0.192510442,RAS_EGC_10_1617_2,0.496169665,Low-ice cluster,K22086,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit C [EC:1.5.99.5],-0.385020885,0.192510442,RAS_EGC_11_1617,0.47815116,Low-ice cluster,K22086,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit C [EC:1.5.99.5],-0.385020885,0.192510442,RAS_EGC_12_1617_1,-0.611411294,High-ice cluster,K22086,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit D [EC:1.5.99.5],-0.439635121,0.219817561,RAS_EGC_02_1617_1,-0.577509553,High-ice cluster,K22087,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit D [EC:1.5.99.5],-0.439635121,0.219817561,RAS_EGC_03_1617_2,-0.494127944,High-ice cluster,K22087,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit D [EC:1.5.99.5],-0.439635121,0.219817561,RAS_EGC_05_1617_2,0.521102735,Low-ice cluster,K22087,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit D [EC:1.5.99.5],-0.439635121,0.219817561,RAS_EGC_07_1617_1,0.476650973,Low-ice cluster,K22087,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit D [EC:1.5.99.5],-0.439635121,0.219817561,RAS_EGC_08_1617_1,0.49168885,Low-ice cluster,K22087,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit D [EC:1.5.99.5],-0.439635121,0.219817561,RAS_EGC_09_1617_1,-0.380799259,Low-ice cluster,K22087,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit D [EC:1.5.99.5],-0.439635121,0.219817561,RAS_EGC_10_1617_2,0.312347921,Low-ice cluster,K22087,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit D [EC:1.5.99.5],-0.439635121,0.219817561,RAS_EGC_11_1617,-0.102085857,Low-ice cluster,K22087,DON_compounds,Substrates,LI_enriched
methylglutamate dehydrogenase subunit D [EC:1.5.99.5],-0.439635121,0.219817561,RAS_EGC_12_1617_1,-0.247267866,High-ice cluster,K22087,DON_compounds,Substrates,LI_enriched
trimethylamine monooxygenase [EC:1.14.13.148],-0.20650813,0.103254065,RAS_EGC_02_1617_1,-0.376626534,High-ice cluster,K18277,DON_compounds,Substrates,LI_enriched
trimethylamine monooxygenase [EC:1.14.13.148],-0.20650813,0.103254065,RAS_EGC_03_1617_2,-0.038984022,High-ice cluster,K18277,DON_compounds,Substrates,LI_enriched
trimethylamine monooxygenase [EC:1.14.13.148],-0.20650813,0.103254065,RAS_EGC_05_1617_2,-0.376626534,Low-ice cluster,K18277,DON_compounds,Substrates,LI_enriched
trimethylamine monooxygenase [EC:1.14.13.148],-0.20650813,0.103254065,RAS_EGC_07_1617_1,0.432480528,Low-ice cluster,K18277,DON_compounds,Substrates,LI_enriched
trimethylamine monooxygenase [EC:1.14.13.148],-0.20650813,0.103254065,RAS_EGC_08_1617_1,0.147228591,Low-ice cluster,K18277,DON_compounds,Substrates,LI_enriched
trimethylamine monooxygenase [EC:1.14.13.148],-0.20650813,0.103254065,RAS_EGC_09_1617_1,0.142362401,Low-ice cluster,K18277,DON_compounds,Substrates,LI_enriched
trimethylamine monooxygenase [EC:1.14.13.148],-0.20650813,0.103254065,RAS_EGC_10_1617_2,0.212979968,Low-ice cluster,K18277,DON_compounds,Substrates,LI_enriched
trimethylamine monooxygenase [EC:1.14.13.148],-0.20650813,0.103254065,RAS_EGC_11_1617,0.061099437,Low-ice cluster,K18277,DON_compounds,Substrates,LI_enriched
trimethylamine monooxygenase [EC:1.14.13.148],-0.20650813,0.103254065,RAS_EGC_12_1617_1,-0.203913836,High-ice cluster,K18277,DON_compounds,Substrates,LI_enriched
nitronate monooxygenase [EC:1.13.12.16],-0.217985748,0.108992874,RAS_EGC_02_1617_1,-0.380851838,High-ice cluster,K00459,DON_compounds,Substrates,LI_enriched
nitronate monooxygenase [EC:1.13.12.16],-0.217985748,0.108992874,RAS_EGC_03_1617_2,-0.184844829,High-ice cluster,K00459,DON_compounds,Substrates,LI_enriched
nitronate monooxygenase [EC:1.13.12.16],-0.217985748,0.108992874,RAS_EGC_05_1617_2,0.254210144,Low-ice cluster,K00459,DON_compounds,Substrates,LI_enriched
nitronate monooxygenase [EC:1.13.12.16],-0.217985748,0.108992874,RAS_EGC_07_1617_1,-0.14986511,Low-ice cluster,K00459,DON_compounds,Substrates,LI_enriched
nitronate monooxygenase [EC:1.13.12.16],-0.217985748,0.108992874,RAS_EGC_08_1617_1,0.156393348,Low-ice cluster,K00459,DON_compounds,Substrates,LI_enriched
nitronate monooxygenase [EC:1.13.12.16],-0.217985748,0.108992874,RAS_EGC_09_1617_1,0.421585136,Low-ice cluster,K00459,DON_compounds,Substrates,LI_enriched
